id,originalId,ExpCondition,date,time,attempts,mobile,referer,ip,device,os,browser,inviterId,barChart,polMap,svr,radar,suppTimer1,suppTimer2,suppTimer3,sex,age,education,province,interestInPolitics,voteIntention,voteReason,prevVote,forecastVote_m18to35noUni,forecastVote_m18to35Uni,forecastVote_f18to35noUni,forecastVote_f18to35Uni,forecastVote_m36to50noUni,forecastVote_m36to50Uni,forecastVote_f36to50noUni,forecastVote_f36to50Uni,forecastVote_m51to65noUni,forecastVote_m51to65Uni,forecastVote_f51to65noUni,forecastVote_f51to65Uni,forecastVote_mOver65noUni,forecastVote_mOver65Uni,forecastVote_fOver65noUni,forecastVote_fOver65Uni,usefulResult,placeTimer1,placeTimer2,placeTimer3,placeTimer4,LRplace_Self,placeLR_VVD,placeLR_PvdA,placeLR_PVV,placeLR_SP,placeLR_CDA,placeLR_D66,placeLR_GL,ProgConsplace_Self,placeProgCons_VVD,placeProgCons_PvdA,placeProgCons_PVV,placeProgCons_SP,placeProgCons_CDA,placeProgCons_D66,placeProgCons_GL,placeLeader_Rutte,placeLeader_Asscher,placeLeader_Roemer,placeLeader_Buma,placeLeader_Wilders,placeLeader_Pechtold,placeLeader_Klaver,PTV_VVD,PTV_PvdA,PTV_PVV,PTV_SP,PTV_CDA,PTV_D66,PTV_GL,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,totalTime
3431,58bd35f5517d20676d0fdd05,2,2017-03-06,10:12:05,1,1,http://m.facebook.com/,6eea1c5912a46bf5e72863148e196691,Samsung SM-A510F 0.0.0,Android 6.0.1,Chrome Mobile 56.0.2924,-999,-999,-999,-999,-999,44.2,8.2,-999,1,56,5,6,4,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,-1,-1,23,4.7,35.7,-1,-999,-999,-999,-999,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,7,9,7,1,6,7,-1,-1,-1,-1,-1,-1,-1,2,2,3,2,3,3,2,4,2,2,2,3,2,3,3,3,2,3,3,3,3,2,4,3,3,5.9,3.6,6.3,2.5,4.7,4.9,4.5,4,4.5,2.8,2.6,4.1,2.8,4.7,3.6,5.3,3.2,4.1,3.3,2.9,2.7,2.7,4,6.7,4,100.4
3432,58bd3693517d20676d0fdd08,2,2017-03-06,10:14:43,1,0,http://www.stem-consult.nl/,79e460760930e360597e8b4c507f3384,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,25.1,37.5,-999,1,23,6,4,3,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,31.6,4.7,2.5,-1,0,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,3,1,4,4,-999,4,4,1,3,4,2,4,1,5,4,4,3,4,3,3,3,4,3,2,2,15.3,6.2,3.5,1.8,3.7,3.5,2.8,3.9,5.4,2.1,1.9,4.3,4,3.6,3.1,2.8,3.4,3.3,2.8,2.2,7,2.6,7.9,4.6,2.6,104.3
3433,58bd37f7517d20676d0fdd0a,2,2017-03-06,10:20:39,1,0,https://www.facebook.com/,f7c0108490863aeb9ac8ef4436483306,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,28.9,35.4,-999,1,53,5,4,5,11,-998,-996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-996,-1,-1,13.2,4,22.6,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,4,4,4,2,2,4,2,1,2,4,5,4,1,5,4,5,4,5,3,5,3,1,3,2,4,5.6,12.2,3.2,2.3,2.9,4.8,7.2,4.2,4.1,3.6,3.4,4,2.7,3.5,6.9,5.5,3.4,5.6,3.4,4.7,3.5,5,4.5,7,5.9,119.1
3434,58bd3abb517d20676d0fdd0c,2,2017-03-06,10:32:27,1,1,http://www.stem-consult.nl/,dcc1b416fe4ad9500c1b88055779083b,LG-$2 D802 .0.0,Android 4.4.2,Chrome Mobile 56.0.2924,-999,-999,-999,-999,-999,42,47.5,-999,2,64,5,12,2,9,6,10,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23.7,18.6,77.6,106.1,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,8,8,6,0,6,0,0,8,2,6,1,1,5,5,5,3,1,5,3,3,1,3,5,5,1,5,2,3,4,3,1,4,2,1,5,5,1,6,4.9,5.4,11.8,3.5,5.6,5.1,5.5,3.2,3.1,3,5.2,2.5,3.1,3.2,6.1,3.3,9.3,2.5,3.2,2.7,6.4,4,6.3,3,117.9
3435,58bd3b9e517d20676d0fdd0f,2,2017-03-06,10:36:14,1,1,http://lm.facebook.com/l.php?u=http://www.stem-consult.nl/,87a894036900ca4dbbdb95983c52d6df,E5823 0.0.0,Android 7.0.0,Chrome Mobile 56.0.2924,-999,-999,-999,-999,-999,61.6,50.8,-999,2,69,5,12,2,2,6,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,762.2,70.5,37.2,-1,10,10,0,10,0,3,6,8,10,10,0,5,7,5,6,6,7,6,6,6,0,5,5,-1,-1,-1,-1,-1,-1,-1,5,3,3,5,3,5,1,4,2,1,1,5,1,5,1,1,1,5,5,1,3,3,5,1,3,5.5,9.1,3.8,4.6,7.4,8,4.2,7.9,6.2,5.6,3.1,4,4.2,4,5.3,18.1,2.8,3.7,6.4,4.8,2.6,12.5,3.8,4.5,4.3,146.4
3436,58bd3c8e517d20676d0fdd13,2,2017-03-06,10:40:14,1,0,http://www.stem-consult.nl/,683997367792dda3caeb769f017889b4,Other 0.0.0,Windows 7 0.0.0,Chrome 56.0.2924,-999,1,-999,-999,-999,19.3,52.5,-999,2,52,6,7,1,-996,-999,6,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60.5,43.3,53.3,79.3,4,7,3,4,2,6,5,3,2,5,4,8,8,8,2,2,7,6,7,1,1,9,9,1,9,0,1,0,8,9,2,4,2,5,4,1,1,2,5,4,1,3,4,2,3,4,2,3,2,2,2,4,4,2,4,9.1,8.3,10.3,5,5.2,3,6.3,7.9,4,3.1,3.1,8.2,3.7,2.8,5.3,4.4,2.7,2.6,2.6,2.3,2.3,9.8,3.9,6.8,3.2,125.9
3437,58bd3d1b517d20676d0fdd15,2,2017-03-06,10:42:35,1,0,https://www.facebook.com/,bd926ad2c650dcaf0340656e76fb647e,Other 0.0.0,Windows 7 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,9.8,14.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44.5,64.8,19.9,-1,6,8,4,9,0,5,6,3,7,8,2,10,0,4,6,3,7,2,2,6,0,8,8,-1,-1,-1,-1,-1,-1,-1,2,1,4,5,2,1,2,1,4,1,1,4,1,4,5,5,1,3,5,2,2,2,3,1,4,6.5,5.6,3.1,2.3,5.7,3.6,4,6.3,3.1,2.8,2.3,5.1,4.3,3.4,3.8,7,2.5,8.5,3.2,3,5.4,6.4,5.6,7.1,3.8,114.4
3438,58bd3d2b517d20676d0fdd17,2,2017-03-06,10:42:51,1,1,http://m.facebook.com/,40b47da7f424151b679ddb75c12238e4,Samsung SM-G925F 0.0.0,Android 6.0.1,Chrome Mobile 56.0.2924,-999,-999,-999,-999,-999,13.9,29.6,-999,1,23,7,8,2,11,2,6,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40.1,25.8,13.9,-1,1,9,4,10,0,5,4,1,2,6,5,10,3,5,2,1,6,7,7,5,0,6,6,-1,-1,-1,-1,-1,-1,-1,2,2,3,2,3,2,1,1,4,4,2,3,2,2,4,4,3,1,4,4,2,4,4,2,4,3.4,1.8,2.7,1.4,1.4,1.3,1.3,1.2,1.8,1.8,1.5,1.7,1.3,1.7,1.2,1.2,1.3,1.7,1.8,1.7,2.6,2.9,2.7,4.8,20.2,66.4
3439,58bd3e83517d20676d0fdd19,2,2017-03-06,10:48:35,1,1,http://m.facebook.com,3126fa62be42b73b3b7923a8ecee64f6,iPad41 0.0.0,iOS 10.2.1,Mobile Safari 10.2.1,-999,-999,-999,-999,-999,22.5,60.4,-999,2,69,5,4,4,14,6,6,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54.2,32.3,23.5,-1,8,1,2,1,8,0,3,6,1,9,7,9,1,9,6,5,1,1,5,1,6,4,1,-1,-1,-1,-1,-1,-1,-1,4,3,5,5,5,5,1,1,1,4,5,3,1,5,1,2,4,1,4,5,5,3,5,1,1,10.3,25.5,5.4,7.2,6.5,6.2,5.5,8,4.8,3.5,4.1,6.1,5.9,4.2,4.8,4.7,9.5,9.8,4,3.8,3.6,7.6,7,5.7,5.3,169
3440,58bd3ee3517d20676d0fdd1b,2,2017-03-06,10:50:11,1,0,https://t.co/kdneaxLXsY,6eea1c5912a46bf5e72863148e196691,Other 0.0.0,Mac OS X 10.10.5,Safari 10.0.0,58bd3c8e517d20676d0fdd13,-999,-999,-999,-999,32.7,54.6,-999,1,-998,7,12,1,4,6,4,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29.4,7.8,25.7,-1,5,-999,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,-999,-999,-999,-999,6,4,5,5,1,8,6,-1,-1,-1,-1,-1,-1,-1,1,4,1,5,4,2,5,1,4,4,1,3,2,2,5,5,1,4,3,2,2,4,2,1,1,4.9,2.9,3.5,2.6,3.7,3.9,4.2,2.6,2.5,2,2.3,4.6,2.3,3,2.1,2.8,2.4,5.2,2.2,2.8,2.6,2.6,2.7,3.4,2.8,76.6
3441,58bd3f3b517d20676d0fdd1d,2,2017-03-06,10:51:39,1,1,http://m.facebook.com,e0e763bab3f5a8e8bae229a777f580b2,iPhone94 0.0.0,iOS 10.2.1,Mobile Safari 10.2.1,-999,-999,-999,-999,-999,32.5,12.4,-999,1,72,-998,7,3,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,-1,32.3,4.7,31.7,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,5,4,5,3,1,5,1,3,1,1,3,-999,1,5,1,4,-999,1,-999,1,5,1,3,5,1,3.5,4.6,9.8,6.4,3.8,5.9,5.2,5.3,4.4,2.7,2.5,8.3,3.2,3.6,8,5.3,2.6,11.3,3.9,18.4,5,6.9,11.4,6.9,4.5,153.4
3442,58bd401d517d20676d0fdd1f,2,2017-03-06,10:55:25,1,1,https://t.co/kdneaxLXsY,41aaaa1188b4419cc0d7468d21479dce,iPad 0.0.0,iOS 10.2.1,Mobile Safari 10.0.0,58bd3c8e517d20676d0fdd13,-999,-999,-999,-999,18.8,41.8,-999,2,39,7,7,2,12,2,11,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.1,34,21.1,63.5,8,8,4,9,0,6,6,2,6,7,6,10,10,8,2,2,8,1,7,6,0,4,2,10,2,0,0,7,6,4,4,3,4,4,1,4,5,2,2,5,1,2,2,4,2,4,4,4,5,1,4,4,2,5,2,2.8,3.7,2.4,2.1,3.2,2.5,2.6,3.3,2.9,2.1,3.4,3.2,2.3,3.3,2.5,3,2.4,2.5,2.6,3,2.3,2.2,2.6,3,3.5,69.4
3443,58bd40f5517d20676d0fdd21,2,2017-03-06,10:59:01,1,1,http://m.facebook.com/,5ab43cb95f07ccfd50173ca86ea2422d,Nexus 5X 0.0.0,Android 7.1.1,Chrome Mobile 56.0.2924,-999,-999,-999,-999,-999,25.8,37.5,-999,2,23,7,8,1,4,1,11,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.6,27.9,17.8,-1,8,8,3,0,2,6,7,2,8,6,3,0,2,2,8,4,7,7,1,5,0,8,3,-1,-1,-1,-1,-1,-1,-1,3,2,4,5,2,5,4,1,4,5,1,2,2,3,2,4,2,2,4,2,4,4,2,3,3,6.1,4.4,3.8,2.4,2.5,3.6,4,3.7,2.8,3,1.9,3,2.7,4.3,4.2,6.9,5.9,3.3,2.7,3,4.1,2.4,2.9,4.2,3.8,91.6
3444,58bd41d4517d20676d0fdd24,2,2017-03-06,11:02:44,1,0,-999,737bffae0e74c7d735541fc47b421081,Other 0.0.0,Mac OS X 10.11.6,Safari 10.0.3,-999,-999,-999,-999,-999,33.9,19.9,-999,2,60,6,4,1,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,-1,-1,-1,45.6,6.2,58.2,82.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6,5,3,6,2,5,5,7,2,0,0,7,6,3,3,2,3,4,2,4,2,2,1,3,1,2,1,4,3,4,3,2,5,2,2,3,5,2,2,11.1,18,9.8,2.6,6,12.8,9.2,6.5,4.8,7.8,7,12.5,6.9,5.8,13.5,7.4,6.8,4,6.1,3.3,11.9,3.9,5.7,17.2,3.4,204
3445,58bd4420517d20676d0fdd26,2,2017-03-06,11:12:32,1,1,https://m.facebook.com/,ab8d328c0fe6ad93252763f55924834f,LG-$2 H850 .0.0,Android 7.0.0,Chrome Mobile 56.0.2924,-999,1,-999,-999,-999,38,52.1,-999,2,23,6,7,2,4,1,4,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.4,36.4,30.1,-1,4,10,4,5,2,6,6,3,2,5,5,9,5,7,2,2,6,4,8,8,1,7,6,-1,-1,-1,-1,-1,-1,-1,3,2,2,5,4,4,3,1,3,5,1,2,3,2,4,4,1,3,5,3,2,4,3,3,2,5.6,4.2,4.7,2.8,2.3,6.1,16.3,5.3,8.9,6.3,4.7,3.7,3,3,2.7,3.9,2.6,4.1,2.6,3.8,5.1,3.1,3.7,4.8,3.1,116.4
3446,58bd4466517d20676d0fdd28,2,2017-03-06,11:13:42,1,0,https://t.co/kdneaxLXsY,40dd0b94fd05ca6ddfe9d68160c861e2,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,58bd3c8e517d20676d0fdd13,-999,-999,-999,-999,26.7,109.2,-999,2,40,7,7,2,6,2,6,-1,-1,-997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17.2,81.2,43.1,153.1,-999,-999,-999,-999,-999,-999,-999,-999,4,8,3,6,0,5,4,2,8,7,6,5,0,8,7,3,9,0,7,3,8,9,3,2,2,5,4,4,1,2,4,4,1,4,2,3,4,5,1,2,5,4,2,1,4,2,1,14.2,7.2,4.9,3,10.5,8.4,9.8,5.9,4.8,60.5,25.7,7.9,4.7,6.8,7,4.9,3.3,66.1,3.3,3.8,2.8,5.5,6.2,6.1,3.6,286.9
3447,58bd4606517d20676d0fdd2a,2,2017-03-06,11:20:38,1,0,https://www.facebook.com/,683997367792dda3caeb769f017889b4,Other 0.0.0,Windows 10 0.0.0,Firefox 51.0.0,-999,0,-999,-999,-999,27.8,49.9,-999,1,55,3,7,3,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,9.1,5.3,22.6,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,5,5,6,5,6,3,-1,-1,-1,-1,-1,-1,-1,5,4,4,1,4,3,2,1,2,3,4,4,1,5,3,3,3,2,3,2,2,3,4,3,4,3.4,4.7,5.1,2.6,2.9,4.1,7.2,3.1,2.4,3.5,2.4,7.3,2.8,3.3,3.9,3.3,3.1,3.4,2.7,2.6,3.6,2.7,4.7,3.7,5.5,94
3448,58bd4626517d20676d0fdd2c,2,2017-03-06,11:21:10,1,0,https://www.facebook.com/,aacb4fd8a563537ba05f8b89f787e4af,Other 0.0.0,Windows 7 0.0.0,Firefox 51.0.0,-999,0,-999,-999,-999,59.1,73.7,-999,1,18,4,5,-998,-996,-998,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-996,-1,-1,-1,-1,-1,-1,15.9,21.6,7.7,-1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,-999,4,5,1,1,5,4,3,1,-999,4,4,1,5,2,3,1,2,1,2,1,1,3,4,2,16.8,15.4,7.2,6.1,17.5,9.9,25.8,17.2,12.1,17.5,14.6,9.4,5,5.8,8.5,12.6,5.8,15.9,7.4,10.3,7.2,6.6,7.7,16.8,16.4,295.5
3449,58bd473c517d20676d0fdd33,2,2017-03-06,11:25:48,1,0,https://t.co/kdneaxLXsY,3126fa62be42b73b3b7923a8ecee64f6,Other 0.0.0,Mac OS X 10.12.4,Safari 10.1.0,58bd3c8e517d20676d0fdd13,1,-999,-999,-999,18.7,25.5,-999,2,48,7,12,1,4,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,73.5,36.6,33.5,-1,6,10,2,8,0,8,6,4,9,1,5,3,2,3,9,9,7,7,6,4,1,9,8,-1,-1,-1,-1,-1,-1,-1,2,2,2,5,3,2,4,1,3,5,1,3,2,2,4,4,2,4,2,2,2,4,2,1,1,4.5,2.6,4.1,2.7,7.3,4,6.2,5.9,5.1,2.4,2.5,2.8,3.7,3.2,2.8,4.9,4.2,4.3,2.2,2.8,5.1,3.4,3.5,3.8,3.7,97.7
3450,58bd48e4517d20676d0fdd35,2,2017-03-06,11:32:52,1,1,http://m.facebook.com/,9de31d34db5474044b9192ada788309c,Samsung SM-G361F 0.0.0,Android 5.1.1,Chrome Mobile 56.0.2924,-999,0,-999,-999,-999,4.8,71.6,-999,-999,-999,-999,-999,-999,1,2,11,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,62.3,12,54.5,103,-999,0,-999,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,5,6,2,4,7,7,8,0,5,0,0,4,0,2,5,4,1,3,1,1,1,2,5,3,3,1,5,2,4,-999,5,1,4,2,2,4,4,2,11.6,13.9,7.3,2.9,12.1,4.9,9.7,6,9.7,4.8,14.5,265.3,15.8,16.4,10.4,8,7.9,4.4,9.8,6.3,7.1,8.5,10.8,23.1,8.9,500.1
3451,58bd4a6c517d20676d0fdd39,2,2017-03-06,11:39:24,1,0,http://m.facebook.com/,bd926ad2c650dcaf0340656e76fb647e,Samsung SM-T330 0.0.0,Android 5.1.1,Chrome 56.0.2924,-999,-999,-999,-999,-999,38.9,50.9,-999,2,59,4,12,3,9,2,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,78.6,8.4,32.6,-1,0,4,0,9,1,5,0,0,-999,-999,-999,-999,-999,-999,-999,-999,3,2,4,4,6,0,0,-1,-1,-1,-1,-1,-1,-1,4,4,5,2,3,3,3,1,1,3,4,4,1,5,3,3,4,3,2,2,3,1,5,3,2,8.7,4.5,8.8,3.4,6.8,8.3,10,8.4,8.8,3.3,3.3,4.4,4.9,7.3,5.6,7.3,5,3.6,2.9,4.5,3.8,4,5.5,8,4.8,145.9
3452,58bd4af1517d20676d0fdd3e,2,2017-03-06,11:41:37,1,0,https://www.facebook.com/,768f08314d8412dbd2433b07570d0896,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,-999,-999,-999,31.1,40.1,-999,1,19,-998,-998,3,6,2,-997,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48.4,26.4,28.4,-1,1,6,3,10,1,6,3,2,2,4,5,8,1,8,5,2,6,4,4,5,0,5,3,-1,-1,-1,-1,-1,-1,-1,3,2,2,2,4,2,2,1,4,3,2,4,2,3,4,4,2,2,-999,4,2,2,4,3,2,8.2,8.6,5.4,2.2,3.1,4.2,29.2,5.9,5,3.9,2.7,3.1,2.7,3.6,5.4,4.3,3.9,2.9,6.2,3.6,15.4,3.4,5.6,7.8,4.7,151
3453,58bd4b01517d20676d0fdd40,2,2017-03-06,11:41:53,1,0,http://l.facebook.com/l.php?u=http://stem-consult.nl/?%3Futm_source=fb&utm_medium=cpc&utm_campaign=nl2017,686995f9e316b1906f96cd724c39bb25,Other 0.0.0,Windows 7 0.0.0,IE 11.0.0,-999,-1,-999,-999,-999,33,49.8,-999,2,60,5,8,2,12,2,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,13.5,21.5,4,90.9,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,5,4,1,2,4,2,2,2,4,1,2,1,5,4,4,1,1,3,2,4,4,2,2,1,6.7,12.3,8.5,6.8,4.3,7.3,6.8,7.2,4.8,3.2,3.9,6.5,4.7,5,6.8,5.2,4.9,5.7,5.8,4.6,5.5,4,5.4,6.1,6.4,148.4
3454,58bd4bb5517d20676d0fdd42,2,2017-03-06,11:44:53,1,1,https://t.co/kdneaxLXsY,a5327d5270ad0a318039a5841c7495ca,Samsung SM-G930F 0.0.0,Android 6.0.1,Chrome Mobile 56.0.2924,58bd3c8e517d20676d0fdd13,0,-999,-999,-999,31.5,33.9,-999,1,55,6,4,1,7,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101.4,86.4,43.4,87.4,10,0,8,0,0,0,4,8,2,8,4,10,5,9,5,3,3,9,5,5,0,5,5,0,10,0,2,0,5,6,2,1,2,3,3,2,2,2,3,4,1,5,2,2,4,4,4,1,5,2,2,3,3,2,2,12.2,6.4,10.5,5.8,8.6,11.6,11,4.7,7.1,2.1,3.7,10.1,4.3,3.3,3.8,8.9,4.5,5.3,4.2,3.9,3.6,4.2,6.6,2.5,12.2,161.1
3455,58bd4be5517d20676d0fdd44,2,2017-03-06,11:45:41,1,0,http://m.facebook.com/,f113e0c1e419cc39658280a31a3b450e,Samsung GT-N5110 0.0.0,Android 4.4.2,Chrome 30.0.0,-999,-999,-999,-999,-999,52.2,64.7,-999,1,71,3,6,3,-996,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,64.1,31.8,16.6,103.1,-999,-999,-999,0,7,7,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,5,5,-999,-999,-999,0,0,0,7,5,3,4,3,2,4,2,3,3,2,4,-999,2,2,4,2,4,3,3,3,4,2,3,2,3,4,3,3,11.7,19.8,4.8,3.7,4.3,5.2,13.6,3.6,8.9,2.9,2.6,5.6,5.4,3.8,7.7,5.8,3.7,4.4,3.3,4.6,4,2.9,3.7,6.1,5.3,147.4
3456,58bd4c2a517d20676d0fdd47,2,2017-03-06,11:46:50,1,0,https://www.facebook.com/,f7c0108490863aeb9ac8ef4436483306,Other 0.0.0,Windows 10 0.0.0,Chrome 56.0.2924,-999,-999,1,-999,-999,41.1,76,-999,2,21,5,8,3,-996,6,-997,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-996,-1,-1,-1,37.4,36.1,32.4,-1,9,9,3,8,0,8,6,1,3,2,4,7,5,5,4,5,8,1,0,8,7,0,0,-1,-1,-1,-1,-1,-1,-1,3,3,2,4,1,5,4,1,2,3,4,4,1,5,1,1,3,2,1,1,3,5,2,5,3,32.4,8.1,6.6,6.9,7.6,9.6,14.7,5.4,3.1,5.7,2,4,2.8,7.2,9.4,17.2,2.8,10.4,3.1,3.8,2.5,4.1,5.9,7.1,5.4,187.8
3457,58bd4c33517d20676d0fdd49,2,2017-03-06,11:46:59,1,0,https://www.facebook.com/,768f08314d8412dbd2433b07570d0896,Other 0.0.0,Windows 8.1 0.0.0,Opera 43.0.2442,-999,-999,-999,-999,-999,39.6,47.5,-999,2,68,6,7,2,1,3,11,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,11.9,14.1,-1,-999,10,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,10,-999,-999,-999,-1,-1,-1,-1,-1,-1,-1,2,5,3,4,5,4,1,1,1,4,3,4,1,4,4,4,2,4,1,3,2,2,3,3,5,8.4,9.1,4.7,6.6,3.7,5.9,7.7,5.4,2.8,2.8,3.4,6.1,4,3.8,5.1,6.1,3.9,3.9,3.7,3.9,7.2,11.4,7,4.8,4.2,135.6
3458,58bd4c52517d20676d0fdd50,2,2017-03-06,11:47:30,1,1,http://m.facebook.com/,9de31d34db5474044b9192ada788309c,ALE-L21 0.0.0,Android 6.0.0,Chrome Mobile 56.0.2924,-999,-999,-999,-999,-999,3.7,55.9,-999,-999,-999,-999,-999,-999,-996,3,10,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,30.2,26.9,-1,-999,0,6,0,8,5,5,7,-999,0,7,0,7,5,5,7,3,6,8,5,0,5,7,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,5,4,2,1,4,5,2,3,1,3,4,5,4,2,1,1,1,1,5,1,2,7.7,3.1,6.1,3.2,2.7,3.9,8.3,4.1,5.9,2.6,5.5,4.3,3.3,7.2,5.7,4.2,5.9,4.3,2.4,1.8,4.3,5,3.9,4,4.8,114.2
3459,58bd4ef8517d20676d0fdd60,2,2017-03-06,11:58:48,1,0,http://l.facebook.com/l.php?u=http://www.stem-consult.nl/,40b47da7f424151b679ddb75c12238e4,Other 0.0.0,Windows 10 0.0.0,IE 11.0.0,-999,0,-999,-999,-999,30.5,51.7,-999,1,57,4,5,3,-996,7,-995,-1,-996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.9,5.1,49.1,-1,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,7,6,6,5,1,5,8,-1,-1,-1,-1,-1,-1,-1,2,2,5,1,1,5,2,1,1,4,3,5,1,5,1,2,2,4,2,2,3,2,5,2,3,11.5,8.9,4.6,5,13.1,9.5,8.4,4.1,4.2,3.8,6.9,4.5,3.1,3.6,6,8.5,4.1,4.3,3.4,3.6,5.3,8.2,7.2,18.5,7,167.3
